timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1542908066.479,-43.945,53.223,47.852,-33.203,27.344,0
1542908066.483,-77.148,51.758,48.828,-78.613,24.902,0
1542908066.487,-95.703,62.500,45.898,-97.168,25.391,0
1542908066.491,-106.934,70.801,52.246,-102.051,33.691,0
1542908066.494,-138.672,76.660,59.570,-125.488,8.301,0
1542908066.498,-165.039,75.195,61.035,-148.438,37.109,0
1542908066.502,-178.711,76.172,62.500,-166.992,37.598,0
1542908066.506,-182.617,81.055,64.941,-169.922,19.531,0
1542908066.510,-178.711,78.125,65.430,-176.270,41.016,0
1542908066.514,-174.316,79.102,59.570,-185.547,74.219,0
1542908066.518,-171.875,77.637,50.781,-182.129,98.633,0
1542908066.522,-171.387,69.824,37.598,-171.387,39.551,0
1542908066.526,-145.020,72.754,38.574,-152.344,3.418,0
1542908066.530,-132.812,68.359,46.875,-126.465,12.207,0
1542908066.534,-124.023,62.012,40.039,-106.934,46.387,0
1542908066.537,-97.656,66.406,32.715,-93.262,47.363,0
1542908066.541,-83.008,63.965,31.738,-75.195,37.109,0
1542908066.545,-67.871,48.340,25.879,-60.547,27.344,0
1542908066.549,-44.922,44.922,19.531,-31.738,59.570,0
1542908066.553,-19.043,55.664,26.367,-8.789,115.234,0
1542908066.557,-7.812,46.387,19.531,-7.812,65.430,0
1542908066.561,-2.930,37.598,12.695,11.719,5.859,0
1542908066.565,17.090,33.691,25.879,28.320,-1.465,0
1542908066.569,23.926,20.020,26.367,28.809,9.277,0
1542908066.573,33.203,19.043,14.160,41.504,-6.836,0
1542908066.577,56.641,25.391,7.324,46.387,-3.418,0
1542908066.580,57.617,26.855,6.348,54.688,39.062,0
1542908066.584,54.199,26.367,7.812,65.430,17.578,0
1542908066.588,62.500,27.344,8.789,63.477,52.734,0
1542908066.592,71.289,22.461,16.113,68.359,105.957,0
1542908066.596,74.219,19.531,13.672,75.684,58.594,0
1542908066.600,70.312,20.508,10.254,78.613,2.441,0
1542908066.604,74.219,20.020,18.555,76.660,25.391,0
1542908066.608,83.984,21.484,16.602,80.078,87.891,0
1542908066.612,83.008,25.391,18.555,82.031,85.449,0
1542908066.616,71.289,29.297,15.625,75.195,8.789,0
1542908066.619,71.777,18.555,10.742,76.660,-57.617,0
1542908066.623,66.895,12.695,10.254,68.359,8.301,0
1542908066.627,60.547,23.926,9.277,58.594,46.875,0
1542908066.631,71.777,28.809,12.695,72.754,11.230,0
1542908066.635,74.707,32.227,22.461,88.379,11.719,0
1542908066.639,64.941,27.344,19.531,83.496,28.809,0
1542908066.643,62.012,18.555,17.578,75.195,26.855,0
1542908066.647,68.359,29.785,23.438,76.660,6.836,0
1542908066.651,72.754,33.691,16.602,76.172,17.578,0
1542908066.655,65.430,20.020,14.648,65.430,10.254,0
1542908066.659,58.105,16.113,14.648,64.941,-14.160,0
1542908066.662,62.012,25.391,18.555,66.406,-11.719,0
1542908066.666,64.453,27.832,16.113,51.270,12.695,0
1542908066.670,51.758,20.020,10.254,53.223,23.926,0
1542908066.674,55.664,18.555,12.207,66.895,36.133,0
1542908066.678,64.941,24.414,25.391,72.754,85.938,0
1542908066.682,66.895,27.344,37.109,73.242,-1.953,0
1542908066.686,72.754,26.367,27.832,65.918,-23.926,0
1542908066.690,67.383,26.367,18.066,67.383,25.391,0
1542908066.694,65.918,27.832,22.461,75.684,-3.418,0
1542908066.698,67.871,24.414,30.273,71.777,39.551,0
1542908066.702,64.453,22.949,35.645,72.754,63.965,0
1542908066.705,61.035,24.414,40.527,64.453,38.574,0
1542908066.709,58.594,22.949,40.039,66.406,42.480,0
1542908066.713,54.199,30.762,28.809,68.848,-1.953,0
1542908066.717,56.641,39.551,27.344,55.176,-14.160,0
1542908066.721,58.594,34.180,30.762,52.246,-2.930,0
1542908066.725,52.246,23.438,27.344,50.293,18.555,0
1542908066.729,50.293,23.926,27.344,49.316,-5.859,0
1542908066.733,48.340,20.996,26.367,56.641,-8.301,0
1542908066.737,50.781,20.996,24.902,63.477,65.918,0
1542908066.741,49.805,39.551,27.832,55.664,44.922,0
1542908066.744,38.086,41.016,24.902,50.293,-19.043,0
1542908066.748,29.297,27.832,26.855,45.410,-5.859,0
1542908066.752,27.344,22.461,26.855,34.668,2.441,0
1542908066.756,39.551,30.273,26.855,37.598,26.367,0
1542908066.760,49.805,37.598,36.621,50.781,38.574,0
