timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1542734056.965,6.348,66.895,-15.137,-35.645,30.762,0
1542734056.969,16.113,64.453,-17.578,-11.230,30.762,0
1542734056.973,12.207,65.918,-11.719,-1.953,29.297,0
1542734056.977,15.137,60.059,-10.254,6.836,80.078,0
1542734056.981,38.574,54.688,-17.090,32.227,34.180,0
1542734056.985,59.570,50.781,-14.648,48.340,3.418,0
1542734056.989,75.684,46.387,-16.113,48.828,34.180,0
1542734056.992,76.172,38.086,-17.090,59.082,55.176,0
1542734056.996,58.105,35.645,-11.719,66.406,16.113,0
1542734057.000,75.195,36.133,-15.625,78.613,-3.418,0
1542734057.004,81.055,34.180,-13.672,85.938,24.414,0
1542734057.008,78.613,36.133,-9.277,80.566,39.062,0
1542734057.012,90.332,41.016,-12.207,78.125,60.547,0
1542734057.016,83.008,32.227,-11.230,80.078,65.918,0
1542734057.020,81.543,29.297,-8.301,85.449,61.523,0
1542734057.024,83.008,36.621,-5.859,88.379,74.707,0
1542734057.028,83.984,36.133,-3.906,83.008,21.973,0
1542734057.032,92.285,37.109,-0.488,85.449,-24.902,0
1542734057.035,91.309,40.039,-1.465,86.426,2.441,0
1542734057.039,90.820,42.969,0.977,89.844,11.230,0
1542734057.043,87.891,41.992,2.441,91.797,33.691,0
1542734057.047,87.402,42.480,-1.953,86.426,70.801,0
1542734057.051,83.496,36.621,5.859,85.938,72.754,0
1542734057.055,87.402,39.551,12.695,98.145,53.223,0
1542734057.059,94.727,48.340,11.719,98.633,61.523,0
1542734057.063,92.773,49.316,12.207,93.262,40.527,0
1542734057.067,81.543,49.316,14.648,99.121,35.645,0
1542734057.071,83.008,45.410,19.043,106.934,47.852,0
1542734057.074,79.102,36.621,20.508,99.609,-20.508,0
1542734057.078,69.336,26.367,23.926,76.172,-18.066,0
1542734057.082,74.707,28.320,22.461,70.801,23.438,0
1542734057.086,78.125,38.086,19.043,80.078,46.875,0
1542734057.090,77.637,40.039,18.066,65.918,69.824,0
1542734057.094,76.172,35.645,16.602,47.852,35.645,0
1542734057.098,64.453,38.086,22.461,55.176,37.109,0
1542734057.102,60.547,40.039,26.367,67.383,64.941,0
1542734057.106,67.871,35.645,27.832,65.918,7.812,0
1542734057.110,49.316,32.227,27.832,54.688,-4.883,0
1542734057.114,44.922,36.621,25.879,63.477,28.320,0
1542734057.117,46.387,45.410,27.344,67.383,11.230,0
1542734057.121,32.227,41.504,24.414,47.363,-15.625,0
1542734057.125,30.762,38.086,19.531,47.852,0.488,0
1542734057.129,32.227,39.551,24.902,46.387,4.883,0
1542734057.133,24.902,44.922,26.367,16.113,-18.066,0
1542734057.137,16.113,45.410,24.902,14.160,53.223,0
1542734057.141,20.020,42.480,35.645,17.090,47.363,0
1542734057.145,7.812,45.410,38.574,5.859,43.945,0
1542734057.149,-10.254,46.875,37.109,9.766,64.453,0
1542734057.153,-17.090,41.016,43.945,0.977,4.883,0
1542734057.157,-10.254,51.758,51.270,-12.207,52.734,0
1542734057.160,-13.672,72.754,59.570,-20.508,56.152,0
1542734057.164,-46.875,57.129,51.270,-47.852,5.859,0
1542734057.168,-59.082,37.598,37.598,-51.270,-8.301,0
1542734057.172,-26.367,40.527,43.457,-26.367,7.812,0
1542734057.176,-47.852,44.434,69.824,-46.387,31.250,0
1542734057.180,-110.840,47.363,100.586,-92.773,-11.719,0
1542734057.184,-127.441,35.156,126.465,-99.609,6.348,0
1542734057.188,-114.258,15.137,135.742,-77.637,35.156,0
1542734057.192,-122.559,-4.883,138.672,-88.867,31.250,0
1542734057.196,-149.902,-26.367,154.297,-122.070,39.062,0
1542734057.199,-136.719,-47.363,163.574,-101.562,58.594,0
1542734057.203,-130.371,-64.453,186.523,-78.125,44.922,0
1542734057.207,-147.461,-79.590,208.496,-96.191,5.859,0
1542734057.211,-144.043,-90.332,212.402,-86.914,24.414,0
1542734057.215,-125.977,-100.586,221.680,-56.152,24.414,0
1542734057.219,-105.469,-108.887,214.844,-35.156,20.020,0
1542734057.223,-107.422,-110.840,208.984,-28.320,59.570,0
1542734057.227,-96.680,-113.281,206.543,-15.625,22.461,0
1542734057.231,-62.012,-119.629,207.520,8.301,-32.227,0
1542734057.235,-41.016,-121.582,208.496,31.250,0.977,0
1542734057.239,-41.016,-122.070,202.148,39.062,50.781,0
1542734057.242,-50.781,-125.000,195.312,43.945,63.965,0
1542734057.246,-20.020,-118.652,185.059,68.848,86.426,0
1542734057.250,15.625,-113.281,169.922,89.844,62.500,0
1542734057.254,26.855,-110.840,155.273,111.328,66.895,0
1542734057.258,44.434,-101.074,145.020,119.629,61.523,0
1542734057.262,57.129,-95.215,130.371,132.324,23.438,0
1542734057.266,84.961,-94.727,112.305,165.039,30.273,0
1542734057.270,113.770,-85.938,97.168,189.453,12.695,0
1542734057.274,145.020,-65.918,81.055,199.219,8.301,0
1542734057.278,168.457,-52.246,68.359,220.215,46.875,0
